ID,Cena
0,201427.5491562494
1,17979.214957596167
2,22576.388717986003
3,82641.95831018158
4,96285.4963493514
5,12180.575042403116
6,8271.772618033117
7,17042.603897807123
8,18319.338552510726
9,388249.6194130561
10,294051.85615494486
11,22994.773525694156
12,29238.817713060893
13,114073.17822323032
14,142201.58967675926
15,85271.63805259914
16,120219.11657741676
17,14454.949497430323
18,11427.439121540374
19,33922.20482270328
20,21934.305374717558
21,47974.19096969995
22,17961.868206962736
23,22308.062489583477
24,75350.73767306167
25,62615.82200311974
26,65529.206936677125
27,66823.22739829172
28,214849.87472240426
29,133675.6893955937
30,22220.51839216018
31,31110.729478645608
32,199784.91753178535
33,154596.6286068202
34,15185.938000414928
35,37434.950569242625
36,8516.374403253927
37,7625.839873122505
38,13351.75215040966
39,30750.147484180154
40,94953.52069373251
41,81174.91608226529
42,59395.5884331575
43,32114.893486910612
44,34808.232308316066
45,60525.54682099478
46,35633.053100189725
47,23697.867790221695
48,15888.879033743724
49,16038.267823750579
50,8303.548342444965
51,50371.96828329809
52,23830.989970348106
53,74334.19207197125
54,10425.071319934672
55,19430.107796422755
56,31736.098751997968
57,276360.4286990747
58,15933.724664246389
59,32140.034439691965
60,28272.846594828403
61,33872.81062232729
62,62565.09967072614
63,5704.225605988994
64,142824.11323578752
65,26516.234089957707
66,91665.7243862232
67,49057.556721306406
68,6495.8974554351435
69,111006.5647994115
70,105522.19490921317
71,55682.21358889254
72,33774.371485137366
73,9523.130279601874
74,26533.185322305304
75,77125.20469905106
76,150401.6492323833
77,24002.600167956447
78,14443.78262118342
79,20026.009468758995
80,55377.654161716426
81,122287.70365409023
82,24191.608420963443
83,62700.94177824903
84,26770.78377421843
85,22275.852139515253
86,72740.5410590621
87,124087.72573775952
88,62965.41709953472
89,37079.1532998731
90,435311.2863606696
91,63179.12135758557
92,12509.429345744235
93,35434.94484753577
94,15735.98316846913
95,22111.0492734656
96,60003.73709580055
97,42904.38234887376
98,95212.72447019025
99,107760.35415063004
100,30100.500960714457
101,9146.212463849834
102,39128.28009272677
103,10504.370577360896
104,67447.07432872971
105,68004.38098434439
106,289769.8071669248
107,24087.932590020206
108,131098.84465242072
109,101223.16821645634
110,46765.136036364616
111,31008.9478838506
112,65638.54199948299
113,39137.14803188459
114,26687.91094010031
115,7882.571483147523
116,26300.400889127686
117,211961.80285189583
118,142212.78506262292
119,43619.71207187903
120,26358.111114522973
121,3837.60299814065
122,18593.760532794036
123,29347.884489954693
124,26944.324979556266
125,50370.74376644261
126,62328.86212637171
127,75405.57974358417
128,34679.071537000964
129,36453.17757464235
130,224140.94668886214
131,36037.89399459829
132,176984.4592549177
133,57437.07121113338
134,48454.27514593519
135,20379.3750135812
136,11358.337474231892
137,10240.55541043401
138,22298.87554440786
139,210491.75556454534
140,142645.86449543494
141,15293.948593395906
142,36784.142611956944
143,26040.34653883816
144,182509.83905162432
145,26286.662761356198
146,49714.89594329618
147,47708.43382936706
148,182461.90078838888
149,122541.3315266538
150,61162.70649350734
151,66049.1561836076
152,17658.82532495403
153,128121.55913448028
154,42728.26239348911
155,16608.65728547188
156,27301.51551454485
157,114153.1744492327
158,4300.817706526491
