ID,Cena
0,199647.06
1,18782.578
2,21594.348
3,76582.19
4,92805.37
5,10596.936
6,7630.1357
7,16431.76
8,18569.002
9,386396.6
10,162782.52
11,24001.738
12,30182.453
13,109366.02
14,107642.62
15,80183.82
16,115668.92
17,13989.103
18,10810.961
19,47077.65
20,21299.016
21,47389.73
22,17725.111
23,25293.395
24,77043.26
25,62038.363
26,63613.0
27,65698.39
28,199673.33
29,126738.78
30,23395.324
31,34398.324
32,213297.47
33,145137.62
34,13877.729
35,38770.7
36,7341.6978
37,9654.182
38,11126.799
39,30426.121
40,94237.65
41,77921.48
42,55921.797
43,29554.932
44,34731.83
45,56148.008
46,37610.27
47,23532.164
48,16816.062
49,16554.36
50,8802.778
51,46527.48
52,20997.086
53,65555.63
54,9473.016
55,16575.498
56,30618.123
57,279181.88
58,17010.094
59,33047.3
60,27477.521
61,36300.203
62,58730.64
63,4572.4595
64,118047.53
65,27140.531
66,88707.266
67,46476.438
68,7791.489
69,90775.25
70,105743.984
71,54236.344
72,37154.008
73,10490.381
74,27885.422
75,66454.96
76,147656.8
77,21875.658
78,14621.836
79,19720.832
80,47421.965
81,117031.84
82,24691.432
83,68709.88
84,27470.055
85,19980.234
86,70054.99
87,113469.09
88,59084.29
89,39553.016
90,338389.4
91,59199.125
92,13720.643
93,33539.64
94,14488.418
95,20723.299
96,82971.016
97,43262.023
98,84569.17
99,103763.586
100,29074.85
101,8928.925
102,38342.355
103,10898.535
104,65963.586
105,54153.598
106,299833.16
107,24555.252
108,123770.16
109,101556.4
110,44080.066
111,29631.756
112,62441.402
113,38800.367
114,26071.547
115,8283.088
116,27329.023
117,217865.84
118,137056.72
119,41630.285
120,25531.293
121,3138.4822
122,17545.633
123,27846.94
124,27904.31
125,55563.332
126,62925.44
127,79004.53
128,34144.69
129,34881.867
130,232322.14
131,35554.71
132,170896.72
133,60707.543
134,48102.25
135,20975.95
136,11455.14
137,10574.421
138,21944.531
139,181299.67
140,140710.97
141,15508.397
142,36765.92
143,24657.568
144,161166.9
145,22335.918
146,46577.65
147,46822.74
148,158216.72
149,94119.805
150,50405.15
151,67287.72
152,16634.188
153,118305.734
154,36643.055
155,16084.825
156,27025.693
157,83557.44
158,4514.197
159,53480.375
160,28653.488
161,24213.053
162,20110.291
163,65012.72
164,8198.516
165,29023.182
166,14349.593
167,28737.752
168,134060.78
169,72079.805
170,48957.72
171,10813.044
172,36448.676
173,14182.038
174,31620.01
175,3381.2583
176,21212.92
177,12273.361
178,50354.17
179,47317.88
180,104118.46
181,92050.13
182,15316.148
183,21982.95
184,26085.55
185,8349.024
186,44598.53
187,218636.17
188,27273.148
189,17627.5
190,46106.348
191,81847.48
192,7599.2974
193,17164.096
194,24889.512
195,16799.695
196,68989.41
197,48218.363
198,25326.512
199,20048.283
200,48243.11
201,23513.857
202,22029.436
203,33469.344
204,57113.98
205,80532.36
206,127677.88
207,54168.316
208,68346.64
209,12225.299
210,35547.49
211,6089.806
212,10684.254
213,20056.889
214,94645.38
215,46136.695
216,7588.194
217,11850.83
218,45782.453
219,4259.6895
220,55435.88
221,39859.363
222,16059.671
223,92187.445
224,306671.12
225,15241.54
226,19089.498
227,378362.9
228,46621.203
229,45367.543
230,44340.17
231,49939.867
232,8437.854
233,82674.42
234,10308.94
235,21181.1
236,129019.414
237,73602.766
238,21362.223
239,34819.95
240,22257.94
241,16446.53
242,17564.117
243,46121.52
244,74745.45
245,10365.059
246,29319.78
247,55639.16
248,12786.221
249,44671.92
250,52792.664
251,159848.03
252,21977.059
253,54432.27
254,54491.688
255,55966.242
256,11998.635
257,90944.39
258,54404.555
259,15370.951
260,26391.389
261,93725.69
262,47760.92
263,49760.113
264,29687.791
265,51130.86
266,13491.853
267,59372.477
268,33816.99
269,66802.54
270,20612.795
271,21873.592
272,24913.0
273,85129.62
274,42907.625
275,75045.375
276,13506.619
277,67726.8
278,411157.84
279,57888.785
280,18040.678
281,183557.53
282,17802.365
283,205971.8
284,43468.562
285,188047.45
286,17721.543
287,53762.3
288,29086.639
289,10738.675
290,133015.22
291,141181.42
292,77787.086
293,17526.166
294,28471.604
295,17918.639
296,54951.406
297,52778.617
298,19016.25
299,72157.18
300,15825.851
301,34469.42
302,55254.676
303,34200.715
304,50837.18
305,33382.348
306,141381.23
307,74810.64
308,18392.625
309,9349.282
310,26066.898
311,134141.86
312,9209.8955
313,10531.062
314,7001.8306
315,30724.393
316,336868.66
317,166337.48
318,15649.534
319,19831.074
320,94614.06
321,54480.36
322,124061.34
323,62333.41
324,94672.734
325,32096.777
326,70461.84
327,65388.105
328,9117.165
329,27999.291
330,29037.912
331,343540.3
332,9117.234
333,60356.383
334,41639.535
335,19264.803
336,29948.736
337,63738.766
338,40199.973
339,41987.184
340,39575.81
341,109566.57
342,32495.926
343,20549.65
344,15513.561
345,64929.63
346,21281.168
347,199487.94
348,11930.237
349,10253.43
350,30067.361
351,16321.009
352,32836.184
353,17453.955
354,11835.491
355,58361.574
356,225439.89
357,41378.26
358,9794.872
359,5055.2695
360,102457.33
361,95063.31
362,48998.08
363,10310.189
364,11374.37
365,28170.096
366,11729.196
367,34152.734
368,14349.292
369,184999.67
370,59932.785
371,53871.83
372,34345.383
373,164114.62
374,25832.63
375,160755.34
376,61978.637
377,11515.805
378,24780.512
379,17979.924
380,86302.164
381,55286.883
382,13456.217
383,9580.553
384,24642.36
385,72981.09
386,57555.957
387,82229.75
388,36245.477
389,29535.658
390,4351.359
391,4734.958
392,49450.62
393,158894.3
394,135509.83
395,29657.965
396,24167.973
397,65563.13
398,28172.434
399,20319.857
400,55480.836
401,171918.39
402,119269.336
403,5524.9023
404,133876.03
405,65439.633
406,30961.064
407,32975.742
408,62851.67
409,24961.469
410,6500.7407
411,80858.89
412,76577.95
413,12971.213
414,30547.451
415,6926.393
416,7528.3516
417,19550.586
418,14386.346
419,23257.684
420,69967.39
421,14272.149
422,64701.348
423,156818.62
424,15580.062
425,82173.85
426,23025.525
427,43737.402
428,56607.555
429,28128.352
430,23855.115
431,18819.553
432,83669.72
433,103558.65
434,59235.156
435,24079.004
436,52264.902
437,77607.836
438,11624.588
439,20466.174
440,25379.49
441,73669.69
442,30371.53
443,22875.352
444,67245.31
445,30027.27
446,38852.242
447,70217.13
448,45558.707
449,143389.0
450,48102.48
451,16816.992
452,64545.055
453,65252.613
454,61396.742
455,182170.92
456,37546.152
457,67716.84
458,61433.06
459,34046.848
460,124626.99
461,12847.034
462,12194.137
463,25368.164
464,60920.57
465,67167.44
466,15954.439
467,13316.926
468,82442.07
469,29264.076
470,35352.92
471,90019.53
472,32166.893
473,12775.444
474,54569.176
475,129551.81
476,48889.133
477,10614.881
478,9965.231
479,90157.6
480,23189.244
481,12546.944
482,11181.863
483,119409.21
484,10606.157
485,59916.9
486,103412.09
487,39633.37
488,11751.042
489,23189.244
490,5921.3813
491,111384.49
492,106796.17
493,53361.21
494,219146.36
495,10560.864
496,42068.71
497,16823.023
498,79318.445
499,2911.683
500,15383.388
501,14272.749
502,32773.234
503,31929.682
504,12542.721
505,10584.289
506,57897.95
507,61250.594
508,76551.375
509,29229.74
510,16716.855
511,78449.914
512,18075.312
513,20595.15
514,11453.074
515,29997.33
516,40415.703
517,50134.086
518,100110.99
519,15197.413
520,11368.752
521,126259.12
522,131388.08
523,26176.764
524,60951.777
525,129610.39
526,38428.055
527,23023.418
528,23625.441
529,9049.581
530,44826.242
531,9757.463
532,16721.879
533,17979.701
534,11091.177
535,188617.17
536,63022.793
537,5710.179
538,70152.61
539,107476.03
540,49322.184
541,35356.055
542,35843.934
543,114167.266
544,30642.545
545,54319.22
546,9174.345
547,22399.383
548,40084.355
549,9108.404
550,32575.982
551,33591.85
552,152744.33
553,13589.394
554,10438.423
555,19007.166
556,89470.82
557,5801.6113
558,64036.523
559,21418.018
560,6625.4487
561,47693.78
562,25997.332
563,28929.941
564,43417.64
565,133990.73
566,19769.965
567,44359.035
568,8376.902
569,3417.174
570,41226.297
571,18943.734
572,79952.83
573,204498.94
574,89137.82
575,10070.274
576,3960.931
577,156604.31
578,106849.66
579,7091.8823
580,43018.215
581,34265.848
582,14913.9
583,64616.19
584,29055.309
585,56606.367
586,17895.531
587,3335.802
588,136364.8
589,37683.008
590,8001.7173
591,110762.055
592,14086.248
593,88268.61
594,27549.182
595,17273.004
596,28243.672
597,13475.584
598,116257.16
599,47050.0
600,70903.24
601,17537.184
602,52636.113
603,18737.33
604,7932.196
605,12870.912
606,364801.97
607,317667.94
608,98652.66
609,17924.16
610,20630.162
611,23776.844
612,36398.516
613,43939.125
614,17782.951
615,20104.576
616,100179.85
617,21232.31
618,47795.734
619,40797.66
620,21138.861
621,19925.219
622,96002.445
623,23005.09
624,136550.89
625,73193.27
626,11756.39
627,18209.809
628,28941.918
629,48058.367
630,11721.2
631,21882.084
632,25864.95
633,29149.26
634,13946.287
635,69762.445
636,42632.543
637,88965.08
638,154328.92
639,41095.223
640,19787.865
641,73334.2
642,137484.14
643,6133.8374
644,44967.027
645,14772.351
646,70469.234
647,30704.592
648,20323.617
649,35472.645
650,76317.234
651,38760.055
652,36439.64
653,158040.14
654,32620.377
655,105162.695
656,177753.66
657,41956.242
658,9811.29
659,24685.498
660,8702.004
661,17568.389
662,6385.319
663,64701.906
664,39730.48
665,72506.51
666,34547.355
667,43054.703
668,34548.87
669,17335.29
670,29559.3
671,12275.961
672,27964.52
673,60121.242
674,16524.924
675,44588.156
676,11432.306
677,17731.332
678,21206.266
679,19004.736
680,87651.05
681,96726.07
682,27016.469
683,58740.836
684,29549.238
685,168757.56
686,71904.8
687,14437.547
688,392177.28
689,8990.358
690,117213.8
691,11227.763
692,11742.964
693,57603.566
694,77104.414
695,181129.78
696,34489.22
697,125332.95
698,77146.41
699,19213.041
700,16364.995
701,139484.97
702,21545.9
703,44455.766
704,49828.117
705,28019.354
706,11799.931
707,84172.17
708,56829.926
709,29772.91
710,166360.33
711,29844.72
712,11336.669
713,62692.37
714,44725.547
715,31265.744
716,60973.17
717,65311.137
718,18455.848
719,69948.58
720,120369.29
721,63193.36
722,49513.387
723,36243.68
724,86105.93
725,81616.125
726,34700.14
727,55731.938
728,28131.113
729,63141.492
730,84912.4
731,33570.074
732,122075.516
733,15365.528
734,145509.47
735,77689.15
736,43483.695
737,86214.23
738,47162.76
739,15317.945
740,54118.023
741,11673.763
